OPPORTUNITY_ID,STAGE_NAME,LOST_REASON_C,CLOSED_LOST_NOTES_C,BUSINESS_ISSUE_C,HOW_DID_YOU_HEAR_ABOUT_US_C,CREATED_DATE,DEMO_HELD,DEMO_SET_DATE,DEMO_TIME,CLOSE_DATE,LAST_SALES_CALL_DATE_TIME,ACCOUNT_ID
006UV0000031csjYAA,Closed Lost,Lost to Competitor,Going with Spot On trialed at one location and using them for website.,,Word of mouth,2024-01-19 16:47:54.000,true,,2024-01-19 21:00:00.000,0024-02-09,2024-02-09 20:54:19.000,0014x0000289l0WAAQ
006UV0000031fqbYAA,Closed Lost,Lack of Urgency,in a contract with website provider for 1 year,,,2024-01-19 17:09:43.000,true,0024-01-19,2024-01-19 17:00:00.000,0024-01-19,2024-01-19 17:04:32.000,001UV000003PmPgYAK
006UV000003FWqfYAG,Closed Lost,Lack of Urgency,"theres no proof of concept here, no 3p, no direct olo, its a bad fit for him and a bad fit for us",,,2024-01-24 21:45:19.000,true,,2024-01-25 15:00:00.000,0024-01-25,2024-01-24 21:36:15.000,001UV000003gcK6YAI
006UV000003KqdTYAS,Closed Lost,Missing Features,no POS loyalty integration,,,2024-01-26 18:18:10.000,true,,2024-01-26 18:30:00.000,0024-01-31,2024-01-23 18:42:04.000,001UV000003nMbzYAE
006UV000002V35LYAS,Closed Lost,Other,selling the business,,,2024-01-05 17:01:09.000,true,0024-01-05,2024-01-05 17:00:00.000,0024-01-30,2024-01-30 20:36:46.000,001UV000002nP2bYAE
006UV0000031l4nYAA,Closed Lost,No Decision / Non-Responsive,,,,2024-01-19 17:47:14.000,true,0024-01-19,2024-01-19 17:45:00.000,0024-02-09,2024-01-19 17:41:50.000,001UV000003PdfcYAC
006UV000003Z7xlYAC,Closed Lost,No Demo Held,,,,2024-01-31 20:24:43.000,false,0024-01-31,2024-02-05 18:00:00.000,0024-02-23,2024-02-09 16:19:08.000,001UV0000044NWnYAM
006UV000002lg5tYAA,Closed Lost,No Demo Held,,,,2024-01-12 15:50:39.000,false,0024-01-12,2024-01-14 00:00:00.000,0024-02-27,2024-01-26 21:00:45.000,001UV0000036SRJYA2
006UV000003NekbYAC,Closed Lost,No Demo Held,,,,2024-01-27 20:47:34.000,false,,2024-01-31 17:00:00.000,0024-03-07,2024-01-31 20:47:41.000,001UV000003qe4TYAQ
006UV0000050fzZYAQ,Closed Lost,Bad Fit,,,,2024-03-06 19:03:45.000,false,,2024-03-08 14:45:00.000,0024-03-06,2024-03-06 19:05:31.000,001UV000005ugzNYAQ
006UV000004jhJRYAY,Closed Lost,No Demo Held,,,,2024-02-28 22:16:56.000,false,,2024-02-28 22:00:00.000,0024-03-13,2024-02-28 22:31:10.000,001UV000005YrDVYA0
006UV000002Vwg5YAC,Closed Lost,No Demo Held,,,,2024-01-05 22:17:11.000,false,0024-01-05,2024-01-23 15:30:00.000,0024-03-13,2024-02-28 18:04:01.000,001UV000002oQRCYA2
006UV000004iwXTYAY,Closed Lost,No Demo Held,,,,2024-02-28 18:26:55.000,false,,2024-03-01 15:00:00.000,0024-03-15,2024-03-01 15:22:48.000,001UV000005XbcIYAS
006UV000004Ma2XYAS,Closed Lost,No Demo Held,,,,2024-02-19 21:24:33.000,false,,2024-02-20 15:30:00.000,0024-03-15,2024-02-20 21:31:49.000,001UV000005491qYAA
006UV000003bUOoYAM,Closed Lost,No Demo Held,,,,2024-02-01 15:56:05.000,false,0024-02-01,2024-02-16 17:00:00.000,0024-03-06,2024-03-18 14:31:52.000,001UV0000047LYUYA2
006UV0000050Pl8YAE,Closed Lost,No Demo Held,,,,2024-03-06 17:45:28.000,false,,,0024-03-20,2023-09-29 16:10:59.000,001UV000005uMe6YAE
006UV000003vtfZYAQ,Closed Lost,No Demo Held,,,,2024-02-08 15:48:17.000,false,,2024-02-15 18:00:00.000,0024-03-25,2024-02-13 16:52:35.000,001UV000004VkibYAC
006UV0000050TDeYAM,Closed Lost,No Demo Held,,,,2024-03-06 18:22:38.000,false,,2024-03-07 19:00:00.000,0024-03-25,2024-03-26 17:29:39.000,001UV000005uLQJYA2
006UV000005G3n3YAC,Closed Lost,No Demo Held,,,,2024-03-13 01:07:43.000,false,,,0024-03-27,2024-02-20 17:30:18.000,001UV000006IrlZYAS
006UV000005JquVYAS,Closed Lost,No Demo Held,,,,2024-03-14 14:37:51.000,false,,2024-03-14 22:30:00.000,0024-03-29,2024-03-14 19:29:14.000,001UV000006NoohYAC
006UV000004U0BaYAK,Closed Lost,No Demo Held,,,,2024-02-22 15:42:29.000,false,0024-02-22,2024-02-29 20:00:00.000,0024-03-29,2024-03-04 20:54:55.000,001UV000005EItaYAG
006UV000003KwxOYAS,Closed Lost,No Demo Held,,,,2024-01-26 17:59:47.000,false,,2024-04-01 18:30:00.000,0024-02-13,2024-04-01 18:14:57.000,001UV000003nPl7YAE
006UV000002wuS5YAI,Closed Lost,No Demo Held,,,,2024-01-17 19:39:57.000,false,,2024-02-09 19:00:00.000,0024-03-07,2024-02-21 19:34:44.000,001UV000003JuZZYA0
006UV0000040GdZYAU,Closed Lost,No Demo Held,,,,2024-02-09 23:26:02.000,false,0024-02-09,2024-02-14 19:00:00.000,0024-03-08,2024-02-16 20:09:07.000,001UV000004bDYfYAM
006UV000006xqqLYAQ,Closed Lost,No Demo Held,,,,2024-04-30 23:13:26.000,false,,2024-05-09 22:45:00.000,0024-05-23,2024-05-09 22:10:24.000,001UV000008im4OYAQ
006UV000003bi5CYAQ,Closed Lost,No Demo Held,,,,2024-02-01 16:50:15.000,false,0024-02-01,2024-02-19 18:00:00.000,0024-03-12,2024-02-19 20:01:09.000,001UV0000047ZbTYAU
006UV000004FxNFYA0,Closed Lost,Lost to Competitor,,,,2024-02-16 15:46:52.000,false,0024-02-16,2024-02-19 21:30:00.000,0024-02-26,2024-03-27 16:38:58.000,001UV000004vofJYAQ
006UV000005IAkPYAW,Closed Lost,No Demo Held,,,,2024-03-13 19:48:23.000,false,0024-03-13,2024-03-15 18:15:00.000,0024-04-02,2024-03-15 18:03:00.000,001UV000006LdirYAC
006UV000004jImUYAU,Closed Lost,No Demo Held,,,,2024-02-28 20:59:26.000,false,0024-02-28,2024-03-20 19:00:00.000,0024-04-05,2024-03-22 16:21:21.000,001UV000005YLgmYAG
006UV000005FUz0YAG,Closed Lost,No Demo Held,,,,2024-03-12 20:28:10.000,false,,2024-03-13 12:00:00.000,0024-04-10,2024-03-27 20:03:47.000,001UV000006I7I1YAK
006UV000005r7lGYAQ,Closed Lost,No Demo Held,,,,2024-03-28 19:41:27.000,false,0024-03-28,2024-03-29 18:00:00.000,0024-04-12,2024-03-29 17:12:08.000,001UV0000076G4WYAU
006UV000005j7dZYAQ,Closed Lost,No Demo Held,,,,2024-03-25 16:46:23.000,false,,2024-03-30 16:00:00.000,0024-04-13,2024-03-26 17:06:48.000,001UV000006ukj4YAA
006UV000004uMpxYAE,Closed Lost,No Demo Held,,,,2024-03-04 16:23:17.000,false,,2024-03-29 19:30:00.000,0024-04-18,2024-04-03 18:05:41.000,001UV000005mLbxYAE
006UV000006SpH5YAK,Closed Lost,No Demo Held,partner nixed it before happening. they don't pay anything for local solution they currently have and doing $10k+ month on it.,,,2024-04-16 17:10:32.000,false,0024-04-16,2024-04-22 13:00:00.000,0024-04-22,2024-04-22 12:53:42.000,001UV0000080K3nYAE
006UV000005eDIEYA2,Closed Lost,No Demo Held,,,,2024-03-22 20:04:56.000,false,0024-03-22,2024-04-02 16:30:00.000,0024-04-22,2024-04-02 16:07:42.000,001UV000006oHS1YAM
006UV000006W4UrYAK,Closed Lost,Bad Fit,,,,2024-04-17 21:06:39.000,false,0024-04-17,2024-04-19 16:00:00.000,0024-04-25,2024-04-19 16:57:30.000,001UV0000084zJdYAI
006UV000006BtSMYA0,Closed Lost,No Demo Held,,,,2024-04-08 18:07:51.000,false,0024-04-08,2024-04-11 18:00:00.000,0024-04-25,2024-04-08 18:04:38.000,001UV000007bDFCYA2
006UV000006DcdYYAS,Closed Lost,No Demo Held,,,Cold call,2024-04-09 14:33:04.000,false,0024-04-09,2022-07-14 20:45:00.000,0024-04-28,2024-04-17 20:20:17.000,001UV000007dZmhYAE
006UV000005Nul0YAC,Closed Lost,No Demo Held,,,,2024-03-15 18:20:55.000,false,,2024-03-18 19:00:00.000,0024-04-05,2024-03-22 18:53:37.000,001UV000006SWKtYAO
006UV000003EGO9YAO,Closed Won,,,"Heather handles all things marketing/olo. Square site olo, didn't really see the need for ""another olo system"" when we first started but quickly turned into an ""i need this"" as we dug into website conversion, marketing & mobile app. Long time follower of Saffron (s/o Rohan!!!), used to have restaurant in PA and moved to South NJ. Super excited to have marketing help and is already planning the monthly specials she wants to blast!!! 

Will absolutely crush it and be a great partner.",Restaurant Referral,2024-01-24 15:31:51.000,true,,2024-01-26 14:00:00.000,0024-01-26,2024-01-26 15:38:19.000,001UV000003f4SXYAY
006UV000003gHtyYAE,Closed Lost,POS Integration,doesn't want to deal with switching to otter,,,2024-02-02 20:57:53.000,true,0024-02-02,2024-02-05 20:30:00.000,0024-02-13,2024-02-08 20:02:50.000,001UV000004CjtVYAS
006UV000002rzPBYAY,Closed Lost,Lack of Urgency,,,,2024-01-15 20:34:28.000,true,0024-01-18,2024-01-18 18:00:00.000,0024-01-30,2024-02-14 17:18:05.000,001UV000003DuAkYAK
006UV000002ywPlYAI,Closed Lost,No Decision / Non-Responsive,,,,2024-01-18 16:10:38.000,true,0024-01-18,2024-01-18 19:00:00.000,0024-02-13,2024-01-30 17:15:55.000,001UV000003MXIAYA4
006UV000003L7pZYAS,Closed Lost,Lost to Competitor,wants to stick with current tech stack and doesnt want to increase monthly fee,,,2024-01-26 18:30:03.000,true,0024-01-26,2024-01-26 18:30:00.000,0024-02-13,2024-02-14 19:58:55.000,001UV000003nT7CYAU
006UV000003L6iFYAS,Closed Lost,Lack of Urgency,he really liked it on the demo but told me I needed to demo his marketing person who helps him. After follow up a bunch of time to set up that demo he said he's not going to move forward. I presume she talked him out of it,,,2024-01-26 18:43:46.000,true,,2024-01-30 15:00:00.000,0024-02-13,2024-02-08 14:51:18.000,001UV000003naILYAY
006UV000002mYkdYAE,Closed Lost,Lack of Urgency,"doesn't care that everything is broken, has multiple websites that lead to dead ends says he just wants to ""focus on catering and food truck"" doesn't care to leave money on the table. Call back in June",,,2024-01-12 22:06:14.000,true,0024-01-30,2024-02-01 20:00:00.000,0024-02-01,2024-06-26 19:31:22.000,001UV0000037XYdYAM
006UV000004HC7JYAW,Closed Lost,Lost to Competitor,4 months left with spothopper,,,2024-02-16 23:15:29.000,true,0024-02-16,,0024-02-19,,001UV000004xUscYAE
006UV000002rtEwYAI,Closed Lost,Lost to Competitor,Menusifu is integrated w Mealkeyway and mealkey way isn't charging them anything so he wants to stay put for now,"Using Mealkey way olo which pushes away from his OLO/Domain. Spending 25% on 3p's, seeing about about 5k come through those and so is spending a couple grand monthly on the 3p's.",,2024-01-15 19:50:23.000,true,,2024-01-16 14:15:00.000,0024-02-21,2024-02-21 16:06:10.000,001UV000003DXUKYA4
006UV000002daFNYAY,Closed Lost,No Budget / Lost Funding,"Texted with him back and forth, he was very hesitant and decided to stick with his current solution",commission (23%) fees are a big chunk that eating their bottom line. Netwaiter (3-400$ monthly) very outdated and pushes to a different tab/domain link. Feels like he's having to go through a long check list every time he wants to change something,,2024-01-09 16:51:25.000,true,,2024-01-09 14:00:00.000,0024-02-21,2024-02-21 16:00:19.000,001UV000002wsQIYAY
006UV0000031roZYAQ,Closed Lost,Price,,"They used to have a crazy busy lunch hour prior to Covid, not that everyone works from home, they are having a hard time finding where the next order is coming from. 80% sales coming from 3p's, paying a lot of fees. Paying about $400 between web hosting with flavour plate and Toast services. Toast not currently offering delivery for them. No loyalty yet.",,2024-01-19 19:04:37.000,true,0024-01-19,2024-01-19 22:00:00.000,0024-02-27,2024-02-26 18:04:10.000,001UV000003Q4j4YAC
006UV000003fpsrYAA,Closed Lost,Bad Fit,,"Dissatisfied with Squarespace who hold their current website. HAve tried Popmenu before ""very clunky"". Using Bloom intelligence for some marketing functions. Using all 3p's and paying about 25%, looking to get away from them for delivery.",,2024-02-02 19:07:53.000,true,0024-02-02,2024-02-15 21:00:00.000,0024-02-27,2024-02-28 01:09:52.000,001UV000004CGwLYAW
006UV000002ykOdYAI,Closed Lost,Lack of Urgency,"Manager spoke to the Owners, the individual currently responsible for building their website is a close friend and they don't want to ruin that relationship.",Clutch is using clover and has all the necessary customer information in order to delivery great marketing tactics but no time to set anything up. They are currently not offering delivery or doing loyalty points which is causing them to have really slow times during the off season. No SEO or Marketing outside of Facebook posts at the moment. Need something automated in order to save them time as he has 5 kids and 1 day off and no time to manage any sort of campaigns.,,2024-01-18 15:40:21.000,true,0024-01-18,2024-01-18 15:15:00.000,0024-03-03,2024-02-29 23:03:37.000,001UV000003MNlsYAG
006UV000002dDLGYA2,Closed Won,,,"No OLO, no marketing initiative to help during the slow season, no delivery option to serve the 100's of daily tourists that come through in the summer. No loyalty points. Dull website, doesn't want to spend time building out and bringing to life everything that we will create for them. Issues with hiring the right people, adding a hiring page will help with this.",Media Outlet,2024-01-09 15:24:56.000,true,0024-01-09,2024-01-09 20:00:00.000,0024-01-09,2024-01-22 14:48:40.000,001UV000002wSDhYAM
006UV000003fs7ZYAQ,Closed Lost,No Demo Held,,,,2024-02-02 19:18:28.000,false,,2024-02-02 23:00:00.000,0024-02-19,2024-02-02 23:01:16.000,001UV000004CJfhYAG
006UV000002SZrJYAW,Closed Lost,No Decision / Non-Responsive,,,,2024-01-04 18:16:22.000,true,0024-01-04,2024-01-04 18:00:00.000,0024-01-19,2024-01-04 18:22:44.000,001UV000002kOXeYAM
006UV000004LvPCYA0,Closed Lost,Other,not okay with the 5% service fee,,,2024-02-19 17:20:48.000,true,0024-02-19,2024-02-20 17:00:00.000,0024-02-21,2024-02-20 17:09:03.000,001UV00000539AXYAY
006UV000004BZUoYAO,Closed Lost,Price,Wants an order volume guarantee; doesn't believe he will see a return,,,2024-02-14 21:44:22.000,true,0024-02-15,2024-02-15 20:30:00.000,0024-02-21,2024-02-21 20:16:54.000,001UV000004ptucYAA
006UV000002h3MWYAY,Closed Lost,No Demo Held,,,,2024-01-10 21:36:45.000,false,0024-01-10,2024-01-11 16:00:00.000,0024-02-15,2024-02-26 15:26:21.000,001UV00000311I7YAI
006UV0000048J4oYAE,Closed Lost,Lack of Urgency,"""wanted a real presentation not just some guy sitting in a room""",,,2024-02-13 19:42:41.000,true,0024-02-13,2024-02-19 19:30:00.000,0024-02-19,2024-02-19 19:34:52.000,001UV000004lPS9YAM
006UV000004G8XBYA0,Closed Lost,Lack of Urgency,"very weird lady, didnt seem to understand how we help",,,2024-02-16 16:43:39.000,true,0024-02-16,2024-02-16 16:45:00.000,0024-02-23,2024-02-22 19:03:55.000,001UV000004w4CDYAY
006UV000003bjZ9YAI,Closed Lost,Price,Wants to only start with one loc and with no discount they went with a marketing agency they are in contract with for 6 months,,,2024-02-01 17:26:57.000,true,0024-02-01,2024-02-14 23:00:00.000,0024-02-25,2024-02-24 01:37:33.000,001UV0000047jffYAA
006UV0000045HcDYAU,Closed Lost,Lack of Urgency,says his main focus is in house,,,2024-02-12 17:47:23.000,true,0024-02-14,2024-02-14 16:00:00.000,0024-02-25,2024-02-26 16:51:37.000,001UV000004hbGXYAY
006UV000004K209YAC,Closed Lost,Bad Fit,can't have another domain. part of a 125 franchise. took the call because braden asked me to,,,2024-02-18 17:36:24.000,true,0024-02-18,2024-02-18 18:30:00.000,0024-02-21,2024-02-18 17:47:13.000,001UV0000050mkvYAA
006UV00000452lFYAQ,Closed Lost,Price,GMO said before the meeting with them they were very price sensitive. Got to the 5% service fee and they hung up,,,2024-02-12 16:30:39.000,true,,2024-02-12 16:00:00.000,0024-02-13,2024-02-12 15:13:33.000,001UV000004h6SvYAI
006UV000004MVywYAG,Closed Won,,,Paying 1-2K in commissions monthly per location. Currently not ranking well on Google search in all locations. Using us to pilot at 1 loc and once he likes results will onboard the other 2 locations,Cold call,2024-02-19 21:03:12.000,true,0024-02-20,2024-02-20 15:00:00.000,0024-02-20,2024-02-22 15:07:51.000,001UV0000053yRRYAY
006UV000004Lm5nYAC,Closed Lost,Lost to Competitor,contract w try antler...needs another 6 months adn will revisit this if they're not successful,,,2024-02-19 17:29:17.000,true,0024-02-19,2024-02-20 20:00:00.000,0024-02-27,2024-02-27 18:44:53.000,001UV00000533cqYAA
006UV000004MHSwYAO,Closed Lost,Other,"talked to wife and she doesnt want to pay $499, also is convinced she can build this out on her own",,,2024-02-19 19:39:13.000,true,0024-02-19,2024-02-19 19:45:00.000,0024-02-27,2024-02-27 18:40:26.000,001UV0000053fdHYAQ
006UV000003cUcsYAE,Closed Lost,POS Integration,needs direct to toast,,,2024-02-01 20:27:55.000,true,0024-02-01,2024-02-02 20:30:00.000,0024-02-27,2024-02-28 16:21:26.000,001UV0000048SXxYAM
006UV000004UayDYAS,Closed Lost,No Demo Held,,,,2024-02-22 18:06:59.000,false,0024-02-22,2024-02-23 20:00:00.000,0024-02-27,2024-02-28 16:47:58.000,001UV000005EzSCYA0
006UV0000037nqHYAQ,Closed Lost,Other,selling the restaurant,,,2024-01-22 16:07:08.000,true,0024-01-22,2024-01-23 20:00:00.000,0024-02-28,2024-02-29 19:04:10.000,001UV000003Wzk6YAC
006UV000004inSYYAY,Closed Lost,Lack of Urgency,"said they are going to be shutting down for the summer to renovate, add new oven etc. doesn't want to start something new and also worried that they can't even handle much increase right now because of labor. Only open for late night business, honestly a borderline fit currently. Will follow up in August",,,2024-02-28 17:47:25.000,true,,2024-02-28 18:15:00.000,0024-02-29,2024-02-28 18:40:17.000,001UV000005XSfQYAW
006UV000003L0CzYAK,Closed Lost,No Demo Held,,,,2024-01-26 17:46:49.000,false,,2024-01-29 22:00:00.000,0024-02-05,2024-02-01 21:43:09.000,001UV000003nN1lYAE
006UV000004WxtvYAC,Closed Lost,Not a Decision Maker,"Megan is hardly involved in the biz anymore. She used to run it with her now ex husband who now runs it with his new wife. Sounds like there is some struggle with her letting go, and she's not actually involved in day to day.",,,2024-02-23 16:37:48.000,true,0024-02-23,2024-02-26 18:00:00.000,0024-03-01,2024-02-26 17:43:28.000,001UV000005IZ3BYAW
006UV000004RkkPYAS,Closed Lost,No Decision / Non-Responsive,"he just spent a bunch of money on a new site, we dont integrate with his kiosk system, concerned about POS int as well. Not a great fit atm",,,2024-02-21 18:21:04.000,true,0024-02-21,2024-02-21 18:15:00.000,0024-03-03,2024-02-28 15:56:15.000,001UV000005AzKmYAK
006UV000004ifgHYAQ,Closed Lost,Price,unwilling to pay 499/month. tired to create value but all he could hear was 499/month,,,2024-02-28 16:50:18.000,true,0024-02-28,,0024-03-06,2024-02-28 16:59:07.000,001UV000005XQosYAG
006UV000004x4EzYAI,Closed Lost,Bad Fit,no drivers in area. don't so any delivery at all and wont,,,2024-03-05 15:20:00.000,false,0024-03-05,2024-03-05 15:30:00.000,0024-03-05,2024-03-05 15:17:45.000,001UV000005peVFYAY
006UV000002urAAYAY,Closed Lost,No Budget / Lost Funding,no funding,,,2024-01-16 23:50:55.000,true,0024-01-16,2024-01-16 23:45:00.000,0024-03-06,2024-02-06 19:11:09.000,001UV000003HVlfYAG
006UV000004xE33YAE,Closed Lost,No Demo Held,"no demo held, hopped on and integration was instantly brought up and then once he found out we dont integrate with skytab he cancelled the demo",,,2024-03-05 16:06:40.000,false,0024-03-05,2024-03-05 18:15:00.000,0024-03-05,2024-03-05 16:02:58.000,001UV000005q38dYAA
006UV0000052wt4YAA,Closed Lost,Bad Fit,"this opp was not qualified correctly. no situation or pain found, came inbound and booked over text. they are not looking for what we do, just looking for a catering platform.",,,2024-03-07 16:19:46.000,true,0024-03-07,2024-03-07 18:00:00.000,0024-03-07,2024-03-07 18:15:35.000,001UV000005xZdDYAU
006UV000004xTN4YAM,Closed Lost,No Demo Held,"no demo held, just bought site and didnt know thats what we did. not looking for new site.",,,2024-03-05 17:20:17.000,true,0024-03-05,2024-03-12 21:30:00.000,0024-03-07,2024-03-06 16:07:18.000,001UV000005qUIUYA2
006UV00000510vyYAA,Closed Lost,POS Integration,immidiatly asked me about processing. won't budge on  not using stripe. 5 min demo and wouldnt continue after this.,,,2024-03-06 20:52:19.000,true,0024-03-07,2024-03-07 19:30:00.000,0024-03-07,2024-03-06 20:51:15.000,001UV000005v8nZYAQ
006UV000004CwynYAC,Closed Lost,No Demo Held,,,,2024-02-15 14:34:00.000,true,0024-02-15,2024-02-16 19:00:00.000,0024-03-11,2024-03-11 16:36:52.000,001UV000004rYfaYAE
006UV000004yVjWYAU,Closed Lost,Not a Decision Maker,owner wants to keep current website,,,2024-03-05 23:12:59.000,true,0024-03-05,2024-03-06 17:00:00.000,0024-03-12,2024-03-12 19:42:57.000,001UV000005risuYAA
006UV000002b93CYAQ,Closed Lost,Price,Price and POS objection. Price is too high compared to their POS offering OLO so they want to try it out with the POS olo first and see how that goes.,,,2024-01-08 18:25:17.000,true,0024-01-08,2024-01-08 18:15:00.000,0024-01-29,2024-05-06 19:16:35.000,001UV000002u6WEYAY
006UV000005L2APYA0,Closed Lost,Lost to Competitor,"He is really in bed with Slice and wouldn't ever want to remove it from him GMB, thought we were more of a marketplace but cheaper and is happy with all of his current set up",,,2024-03-14 20:03:51.000,true,0024-03-15,2024-03-15 14:30:00.000,0024-03-26,2024-03-26 15:39:12.000,001UV000006PO6vYAG
006UV0000045DaDYAU,Closed Lost,Other,duplicate opp,,,2024-02-12 17:25:54.000,true,0024-02-12,2024-02-12 17:15:00.000,0024-03-03,2024-02-27 23:38:56.000,001UV000005Y4vyYAC
006UV000003gT8mYAE,Closed Lost,Price,499 too much for him - he's convinced he can do everything we offer for a lower price,,,2024-02-02 22:11:27.000,true,0024-02-02,2024-02-02 22:00:00.000,0024-03-11,2024-02-27 23:33:45.000,001UV000004CwsNYAS
006UV000003cLjKYAU,Closed Lost,Lack of Urgency,,,,2024-02-01 20:38:20.000,true,,2024-02-01 20:00:00.000,0024-03-11,2024-02-28 19:15:57.000,001UV0000048LHyYAM
006UV000002gzU9YAI,Closed Lost,Lack of Urgency,,,,2024-01-10 20:32:04.000,true,,2024-01-10 19:30:00.000,0024-03-12,2024-03-13 16:48:51.000,001UV0000030wOrYAI
006UV000003RCkxYAG,Closed Lost,Lack of Urgency,,,,2024-01-29 15:24:40.000,true,0024-01-29,2024-01-29 15:30:00.000,0024-03-12,2024-03-13 21:09:00.000,001UV000003uZSrYAM
006UV000002beGgYAI,Closed Lost,No Decision / Non-Responsive,,,,2024-01-08 21:55:55.000,true,0024-01-16,2024-01-16 17:00:00.000,0024-02-22,2024-03-13 20:36:27.000,001UV000002uXwGYAU
006UV000005HwReYAK,Closed Lost,Other,"Doesn't need anymore volume, kitchen can't handle it. fine with linking to DD because he passes the fee over to the customer. Not interested at all but a nice guy",,,2024-03-13 19:28:56.000,true,,2024-03-13 15:30:00.000,0024-03-13,2023-08-14 21:00:12.000,001UV000006LTraYAG
006UV000004uGsbYAE,Closed Lost,POS Integration,ALOHA> CAN NO LONGER SELL WITH OTTER,,,2024-03-04 15:55:47.000,true,0024-03-04,,0024-03-14,2024-03-12 17:37:18.000,001UV000005mA2EYAU
006UV000004LVmUYAW,Closed Lost,Other,"""I'm sorry Gabby, have some issues today. we are in the middle of setting up a new POS system so I don't want to get into another 5hing just yet. maybe in a couple of months. thanks""",,,2024-02-19 15:20:36.000,true,,2024-02-27 15:00:00.000,0024-02-27,2024-02-20 15:17:34.000,001UV0000052a9SYAQ
006UV000004ufZFYAY,Closed Won,,,"Hates BentoBox, they are not showing up in Google Search even though 4.6 and over 400 and one loc 600+ reviews. Doing grubhub but hates third parties and wants to grow direct olo. Using upserve for POS and OLO for pickup only right now. Excited about mobile app and offering delivery direct and a loyalty program only for online they LOVE",Facebook/IG,2024-03-04 17:48:28.000,true,0024-03-04,2024-03-11 17:00:00.000,0024-03-11,2024-03-11 16:06:35.000,001UV000005mY9mYAE
006UV000004vhIrYAI,Closed Lost,Lost to Competitor,"Satisfied with current set up and not focused on OLO, wants business in house; not a great fit either as they really focus on coffee",,,2024-03-05 00:07:01.000,true,0024-03-04,2024-03-07 00:00:00.000,0024-03-14,2024-03-08 17:01:30.000,001UV000005o2OlYAI
006UV000002x5iXYAQ,Closed Lost,No Decision / Non-Responsive,,,,2024-01-17 21:18:01.000,true,,2024-02-15 20:30:00.000,0024-03-15,2024-03-01 17:37:50.000,001UV000003KDvYYAW
006UV000005NG9FYAW,Closed Lost,Bad Fit,,,,2024-03-15 14:03:52.000,true,0024-03-15,2024-03-15 20:00:00.000,0024-03-15,2024-03-15 20:05:41.000,001UV000006RaK5YAK
006UV000005EaolYAC,Closed Lost,No Demo Held,,,,2024-03-12 17:03:26.000,false,0024-03-12,2024-03-12 17:30:00.000,0024-03-18,2024-03-12 15:48:20.000,001UV000006Gs5qYAC
006UV000004Uz8bYAC,Closed Lost,No Decision / Non-Responsive,ignoring all my FU,,,2024-02-22 20:09:58.000,true,0024-02-22,2024-02-22 20:00:00.000,0024-03-06,2024-03-19 14:40:31.000,001UV000005FY4vYAG
006UV000002z53FYAQ,Closed Lost,Lost to Competitor,toast offers all in one for everything. POS. OO. mobile app.,,,2024-01-18 17:03:17.000,true,0024-01-18,2024-01-19 17:30:00.000,0024-02-13,2024-02-20 20:31:09.000,001UV000003MkP7YAK
006UV000002Nk93YAC,Closed Lost,No Decision / Non-Responsive,,,,2024-01-02 21:47:04.000,true,,2024-01-04 18:00:00.000,0024-02-12,2024-03-19 14:50:15.000,001UV000002eHU5YAM
006UV000004ietuYAA,Closed Lost,No Decision / Non-Responsive,,,,2024-02-28 16:47:41.000,true,0024-03-01,2024-03-01 02:00:00.000,0024-03-19,2024-03-01 01:50:14.000,001UV000005XKWZYA4
006UV000004Ic69YAC,Closed Lost,Price,"requesting discount on base fee, refuses to pay 499 upfront without seeing results first",,,2024-02-17 20:50:52.000,true,0024-02-22,2024-02-19 20:30:00.000,0024-03-19,2024-03-19 19:13:00.000,001UV000004zEQOYA2
006UV000004xqDBYAY,Closed Lost,Bad Fit,He cannot get access to the DD or Uber eat drivers with his location,,,2024-03-05 19:16:16.000,true,0024-03-05,2024-03-13 20:30:00.000,0024-03-18,2024-03-13 20:38:46.000,001UV000005quBLYAY
006UV000004DKppYAG,Closed Lost,No Decision / Non-Responsive,,,,2024-02-15 16:40:20.000,true,,,0024-03-14,2024-03-21 14:57:11.000,001UV000004sKgzYAE
006UV000002ziNyYAI,Closed Lost,No Decision / Non-Responsive,,,,2024-01-18 21:31:37.000,true,0024-01-23,2024-01-23 23:00:00.000,0024-02-21,2024-03-22 18:15:08.000,001UV000003NYk2YAG
006UV000003wWAfYAM,Closed Lost,Other,selling rest / mental break down / burnt out,,,2024-02-08 18:55:15.000,false,,2024-03-22 20:30:00.000,0024-03-21,2024-03-22 19:16:55.000,001UV000004WZYDYA4
006UV000005dJ9bYAE,Closed Lost,Missing Features,needs int with toast loyalty/gc/all ancillaries and was looking for more granular customer data for segmented marketing,,,2024-03-22 15:25:10.000,false,0024-03-22,2024-03-22 18:00:00.000,0024-03-22,2024-03-22 18:04:17.000,001UV000006mxdWYAQ
006UV000005VRx9YAG,Closed Lost,Not a Decision Maker,,,,2024-03-19 17:05:35.000,true,0024-03-19,2024-03-19 18:00:00.000,0024-03-25,2024-03-19 17:00:02.000,001UV000006cNTEYA2
006UV000004fo8EYAQ,Closed Lost,No Demo Held,No demo held w/ DM,,,2024-02-27 16:44:53.000,true,0024-03-04,2024-03-07 17:30:00.000,0024-03-24,2024-03-14 15:30:53.000,001UV000005TjBlYAK
